donor_id,name,email,contact_number,city,blood_group,availability,months_since_first_donation,number_of_donation,pints_donated,created_at
2f82e9e272,Ann Le,ipatterson@gmail.com,+61 446115221,Hobart,A-,Yes,73,13,13,2015-07-09
4a3a1c47a8,Erica Williams,avilakimberly@gmail.com,+61 469588359,Brisbane,A-,No,46,38,38,2017-02-13
dd683c073a,Kenneth Perkins,cookanthony@clark.com,+61 489596595,Darwin,B-,Yes,76,23,46,2020-03-16
6c39a9b948,Tyler Allison,kimberly77@johnson-houston.com,+61 483373633,Hobart,O-,No,57,7,14,2022-10-12
57a4bcbeb8,Elizabeth Lee,akidd@hotmail.com,+61 453225731,Melbourne,A+,Yes,47,31,31,2020-01-10
3ff146f8b1,James Hobbs,carlosjones@everett-james.info,+61 493358746,Adelaide,A-,Yes,17,6,6,2015-09-26
9429e52a46,Carl Chapman,jason35@hotmail.com,+61 462693640,Adelaide,O-,Yes,93,50,100,2018-11-18
db5b7b47c3,Heather Harvey,william12@benson-tran.com,+61 441042941,Melbourne,B+,No,29,29,58,2022-06-19
dd159e232b,Jesus Thompson,ecook@wheeler.com,+61 493159365,Sydney,B+,Yes,39,36,72,2016-08-21
933a51a976,Teresa Wheeler,davistamara@gmail.com,+61 451446950,Perth,A-,Yes,89,11,22,2019-01-13
f4f261a784,Morgan Little,davidjohnson@rodriguez-george.com,+61 491147187,Sydney,O-,No,95,13,13,2021-12-28
5bb47d100e,Sheryl Bradley,michaelbarker@gmail.com,+61 417174278,Adelaide,A+,Yes,59,50,100,2023-02-06
6d0df9f8b7,Taylor Barber,podom@white.com,+61 434032707,Perth,B-,Yes,57,1,2,2019-12-06
c2f59c3e5d,Amber Edwards,lmartinez@williams-ball.com,+61 490361182,Brisbane,B+,No,102,19,19,2020-08-09
d206924cc1,Justin Cooley,paigewilliams@mccoy.org,+61 444477140,Adelaide,A+,Yes,13,30,60,2022-10-25
f0ac135058,Anna Foster,zbarajas@mcfarland.biz,+61 439771549,Sydney,A+,Yes,6,30,30,2023-07-16
0b19ee1dfb,Melanie Manning,richard81@yahoo.com,+61 422382849,Darwin,A-,No,120,5,10,2017-09-01
4e8b202d72,Stephanie Tran,mcampbell@hotmail.com,+61 430003010,Canberra,B+,Yes,79,4,4,2022-12-29
95604c9537,Shannon Carney,csullivan@gmail.com,+61 416548296,Melbourne,AB-,No,54,36,72,2023-05-26
ef32df3db8,Jennifer Valenzuela,usharp@greene.info,+61 484615533,Hobart,AB-,Yes,41,4,4,2025-03-30
c0654c0eff,Michele Green,stephenswendy@weiss.com,+61 440412043,Brisbane,B+,Yes,38,31,31,2019-09-04
aaf830808d,Donna Lee,allisonkevin@gmail.com,+61 422007343,Perth,AB+,No,35,22,44,2016-08-23
b71a745379,Anthony Mitchell,grahamedwin@walsh.info,+61 446449680,Sydney,A-,Yes,35,4,8,2020-12-13
1f1f6691f1,Brenda Morse,bdunn@luna.com,+61 432426781,Sydney,O+,Yes,66,31,31,2019-03-16
38de30f699,Evelyn Davis,carterjoseph@washington.com,+61 460008038,Sydney,AB-,Yes,53,17,17,2019-11-09
947cc8530c,Molly Patterson,sharon39@hotmail.com,+61 422133055,Melbourne,A-,No,83,3,3,2019-01-11
fc39817547,Cindy Leon,lauren14@hotmail.com,+61 499558876,Brisbane,AB-,No,83,9,9,2024-02-20
da0731342d,Cindy Parker,samuel39@williams-lewis.com,+61 448264426,Perth,B+,Yes,113,45,45,2017-04-23
91353c1af5,Wanda Williams,sandrafisher@hoffman.net,+61 454686903,Brisbane,B-,Yes,81,8,16,2020-02-01
7a233e06ff,John Jackson,fordjennifer@yahoo.com,+61 458563813,Sydney,AB+,No,36,39,39,2019-09-26
009bda7358,Jose Curry,kyle05@gmail.com,+61 461385539,Canberra,B+,Yes,54,48,96,2024-02-14
621f4481e6,Melinda Jones,sandraking@jackson-graham.com,+61 436479004,Darwin,AB-,No,98,1,2,2023-03-02
4e44367467,Samuel Nichols,castilloryan@gmail.com,+61 444622391,Hobart,A+,Yes,0,7,7,2018-04-28
d668f55df9,Luis Jackson,xmoore@gmail.com,+61 488474163,Perth,B+,Yes,119,18,36,2019-02-04
6940675e2b,Christina Baker,jacobsonmatthew@buck.com,+61 471496414,Hobart,AB-,No,96,37,37,2025-06-22
2d691d0484,Alicia Richard,mrogers@knight.com,+61 440808766,Sydney,A+,Yes,85,48,48,2019-04-21
0664c53a3a,Mrs. Elizabeth Barajas DDS,cesarwillis@case.com,+61 463013406,Hobart,AB-,Yes,40,35,35,2017-09-27
0f3c393597,Randy Hines,ycopeland@bell.com,+61 423492879,Adelaide,O-,Yes,47,40,40,2018-09-02
1d535ecf60,Kathy Martinez,laurenmitchell@allison-morales.com,+61 416070852,Canberra,B+,No,22,21,42,2022-06-26
8884077967,Edward Cook,lhurley@yahoo.com,+61 420263487,Sydney,B-,No,44,45,45,2021-10-18
c99bcea41a,Sharon White,mariacastillo@johnson.com,+61 481725494,Canberra,O-,Yes,79,3,3,2024-11-15
b21dc4e64b,Elizabeth Ferguson,mcneilcarlos@clark-carney.com,+61 430061073,Melbourne,AB-,Yes,55,48,96,2016-02-02
f785af2001,Emma Michael,laurenjones@benson.com,+61 482548082,Darwin,A+,No,108,34,68,2017-08-27
7b70078f4d,Connor Waters,ronaldeaton@brewer.com,+61 458597927,Melbourne,AB+,Yes,94,26,26,2018-12-20
8ae32bbf05,Mary Chapman,john05@taylor-mckay.com,+61 411991433,Hobart,O-,Yes,93,6,6,2024-11-06
fd48b2a84a,Brittany Perez,petersmith@kerr.com,+61 472483950,Darwin,B-,No,26,10,20,2024-02-28
daffba7002,Benjamin Torres,kestrada@hotmail.com,+61 445178038,Darwin,O+,No,41,48,96,2021-04-12
bdc7642189,Crystal Hunter,marquezjames@smith.com,+61 435653887,Brisbane,AB-,No,33,42,84,2022-07-18
4e9e169951,Emily Sullivan,anthonykhan@robinson.com,+61 459981249,Hobart,O-,No,73,6,6,2017-11-04
5af7d41478,Michael Bush,yweiss@gmail.com,+61 461736360,Brisbane,A+,Yes,61,23,46,2021-10-18
310529a6a1,Wesley Freeman,elizabeth22@hawkins-robinson.info,+61 420893871,Darwin,O+,No,60,11,11,2020-09-02
3483c93269,George Moore,joshuagonzales@hotmail.com,+61 450086173,Perth,A+,No,66,16,16,2021-12-24
056b8636ca,Tina Hopkins,hnovak@krueger.net,+61 445828849,Hobart,AB-,Yes,52,45,90,2017-02-20
8ca87f5b97,Kenneth Fields,joe74@gmail.com,+61 498719209,Brisbane,A-,No,113,2,2,2017-01-08
b057986087,Heather Hall,clarkjulie@vance.com,+61 460535862,Hobart,O-,Yes,107,37,74,2020-04-09
514f60c388,Rebecca Murray,vsantos@hotmail.com,+61 459043013,Melbourne,AB-,Yes,47,49,49,2016-08-04
dff9d6a3d5,Cassandra Perez,tammyperez@yahoo.com,+61 411911666,Perth,B-,No,14,31,31,2021-10-29
84e6968943,Jeremiah Lyons,samanthaward@gmail.com,+61 456718847,Hobart,A-,No,116,5,10,2022-01-31
981b074e85,Gregory Williams,flee@hahn.com,+61 416519834,Melbourne,A+,No,25,20,20,2017-02-06
0ec65622af,Lisa Johnson,rose85@gmail.com,+61 467789227,Perth,O+,Yes,112,41,82,2021-10-02
e3ebf809a7,Jim Allen,brandy63@peterson-callahan.org,+61 469731406,Brisbane,A-,No,77,45,45,2018-04-29
5705903ce9,Joseph Moore,josephlowe@gmail.com,+61 448998301,Perth,B+,No,4,30,30,2024-01-15
dc0daef3be,Robert Bell,elopez@gmail.com,+61 460020440,Darwin,B-,No,106,42,42,2017-12-23
a4b39f1cc5,Angelica Hernandez,robertjohnson@hotmail.com,+61 418632888,Perth,A+,No,2,33,66,2016-11-02
d786785c59,Dorothy Carter,misty82@aguirre.com,+61 474318537,Perth,O-,Yes,98,40,40,2022-07-22
a8f87dc2d6,Joseph Lewis,mrivers@herman.biz,+61 454954415,Brisbane,A-,No,84,43,43,2017-01-12
a5b5dd9dcf,Jonathan Acosta,melissa96@moreno-carter.com,+61 453119140,Darwin,A+,No,83,20,20,2022-11-14
c702a54d57,Rachel Johnson,rickey12@bailey-lam.com,+61 433850496,Canberra,B+,Yes,92,7,14,2016-09-30
cb1bb1f4d4,Margaret Lin,wbowman@robbins-davies.com,+61 478227316,Melbourne,B+,No,7,39,39,2018-02-11
e1027547ae,William Smith,melaniebrown@smith.org,+61 476207170,Canberra,A+,No,58,8,8,2022-08-18
7bb6515369,Tricia Smith,waltersmartin@yahoo.com,+61 413007490,Darwin,O+,No,83,13,13,2015-12-12
0b74b096ac,Raymond Paul,whitemelinda@watson.org,+61 459621204,Melbourne,A+,Yes,80,10,20,2016-07-23
bfef182ab1,Taylor Carter,angela26@gmail.com,+61 479996873,Melbourne,AB-,No,64,46,92,2016-01-09
8abfc66171,Ashley Goodman,edwardsbrian@graham-leon.com,+61 439012490,Canberra,O-,No,101,41,41,2016-12-02
30f09dc8a7,George Brown,cmorris@hotmail.com,+61 444047532,Melbourne,AB+,Yes,7,39,78,2018-08-15
1a8cdfd87c,Brenda Scott,shieldsdeborah@yahoo.com,+61 434696377,Hobart,AB-,Yes,118,17,34,2016-04-10
a3b58c5b4f,Janet Johnston,diana73@ferguson.com,+61 498054513,Darwin,B-,No,110,11,22,2023-05-21
ff85327f7c,Kenneth Lambert,vharris@hotmail.com,+61 469153401,Canberra,B+,No,23,46,92,2016-02-28
7e9a17a16f,Robin Hayden,williamgonzalez@gmail.com,+61 474353703,Darwin,AB-,No,78,7,14,2024-12-11
6583ec6d5a,Jessica Dixon,friedmanmercedes@gmail.com,+61 431270836,Adelaide,B+,Yes,117,21,42,2019-06-07
9865247195,Kendra Richardson,ana67@moss.biz,+61 495080852,Perth,B+,No,40,43,43,2017-09-20
11e89d21b9,Karen Herman,zachary20@ferrell.info,+61 418929474,Brisbane,O+,Yes,3,10,10,2023-01-07
bccd1cb283,Aaron Walsh,nicoleholt@gmail.com,+61 430186939,Melbourne,AB+,No,88,27,54,2025-06-12
98c52eaee6,Mary Gomez,kimberly56@yahoo.com,+61 486597585,Brisbane,A+,No,11,16,32,2021-06-29
dd90487da9,Benjamin Salas,stephanie41@gmail.com,+61 474196943,Melbourne,AB+,Yes,18,48,96,2022-02-10
a10f7912c8,Hector Anderson,jessica63@gmail.com,+61 450817181,Hobart,O-,No,3,5,10,2018-12-17
6ff1532986,Douglas Reyes,juliaroberts@jensen.com,+61 490470710,Darwin,O-,No,36,50,50,2018-10-07
98797489f9,Patrick Blevins,bennettraymond@cruz-rojas.org,+61 498311318,Perth,A-,No,17,24,48,2017-01-03
ebb5a60ee6,Miranda Martin,andreacunningham@gmail.com,+61 492771041,Hobart,AB+,Yes,6,4,8,2017-05-28
d22a46f4e8,Timothy Oliver,lopezmelinda@gmail.com,+61 469356206,Sydney,AB-,No,120,30,60,2023-01-20
b063f6a587,Gabriel Roberts,elizabethmartin@gmail.com,+61 498341760,Hobart,B-,No,36,50,100,2021-02-16
953f251b1f,Benjamin Richard,sarahrose@payne.com,+61 417877592,Melbourne,B-,No,6,45,45,2019-06-06
f808396980,Robert Taylor,amandagray@frazier-cunningham.com,+61 447339968,Brisbane,A+,Yes,98,2,4,2023-03-07
9a0397d564,Dustin Perez,bryan15@hotmail.com,+61 417527806,Melbourne,A+,No,62,18,36,2019-10-12
72e0bb121a,Jennifer Smith,harrissuzanne@estes.com,+61 455329788,Melbourne,B+,No,64,3,6,2020-07-15
ae2558c96d,Jennifer Maddox,hjohnson@skinner.com,+61 421421243,Darwin,AB+,No,57,24,48,2018-04-15
2bcb932c1f,Mr. Glenn Figueroa,khardin@gmail.com,+61 482461478,Sydney,A+,Yes,54,16,32,2024-05-29
15d2f1a55e,Brian Mcgee,allencourtney@gmail.com,+61 488323342,Melbourne,A+,Yes,103,3,3,2016-10-03
a6fe7732f7,Amy Martin,wcox@hotmail.com,+61 493208924,Adelaide,B+,Yes,10,30,60,2021-09-17
2de4a0d8ae,Stacey Russell,rwhite@reed.com,+61 475391824,Brisbane,O-,Yes,8,22,44,2017-08-05
008f1c4069,Amber Beltran,rebecca70@sharp.net,+61 418859354,Darwin,B-,No,29,35,70,2022-01-16
bbb75871aa,Lisa Wilson,jacquelinemcgee@yahoo.com,+61 435234181,Adelaide,O+,Yes,23,31,31,2021-04-06
4f27ace15c,Sarah Mercado,shahcorey@goodman.com,+61 487284019,Adelaide,B+,Yes,33,35,70,2021-07-04
91c483dec5,Theresa Schmidt,marissasimmons@mendez.org,+61 440862534,Canberra,A-,Yes,64,22,44,2023-08-22
0c2d8506e1,Kayla Good,bernard46@yahoo.com,+61 462279845,Canberra,O-,No,39,12,12,2018-05-24
e182a20957,Amanda Campbell,michael25@gmail.com,+61 455760648,Sydney,A-,Yes,29,46,92,2015-09-22
9a17ca6a6c,Kayla Avery,leekyle@allen.net,+61 430767551,Canberra,AB-,Yes,34,46,46,2025-03-26
82e22390b9,John Santos,michael01@montoya-smith.com,+61 471379827,Hobart,B+,No,64,30,30,2024-07-14
ffb4407dd5,Sydney Montes,nicholas52@yahoo.com,+61 418812078,Darwin,O+,No,50,17,34,2023-12-15
b7e9ac09ce,Gregory Miles,vincentmayo@becker-lee.com,+61 462419715,Sydney,A+,No,105,2,2,2024-12-27
5ba4c4cf8d,Monica Johnson,markcrawford@hotmail.com,+61 431405907,Melbourne,A-,No,86,13,26,2024-05-26
04eec4e235,Caitlin Le,abrennan@simmons.com,+61 420235069,Brisbane,B-,No,90,49,49,2017-07-05
119bdd22f9,Dan Thompson,jhowe@yahoo.com,+61 495543242,Sydney,AB+,No,16,32,32,2018-11-10
9fad44d594,Laura May,jessica33@hotmail.com,+61 488449959,Adelaide,AB+,Yes,98,29,58,2024-10-27
ccf47b644e,Shawn Cooper,vsmith@ortega-scott.org,+61 432935475,Adelaide,AB-,Yes,58,19,38,2020-11-21
1f485eb726,Alexandra Reyes,johnsonjames@gmail.com,+61 443121140,Adelaide,B-,Yes,24,10,20,2018-10-28
1435f54029,Kimberly Young,paulawatson@roach.net,+61 432500980,Perth,B+,Yes,30,29,58,2022-02-10
faf94aebb6,Alex Perez,kathywilliams@hotmail.com,+61 480356579,Darwin,O-,Yes,84,5,5,2018-12-15
83a4cb81d3,Yolanda Clark,katelyn04@hotmail.com,+61 440756943,Canberra,B+,Yes,102,26,26,2016-05-06
7ee2d30029,Mary Morrison,lrivera@hotmail.com,+61 435404129,Adelaide,B+,No,61,14,28,2016-05-09
8b9cf9ce45,Bryan Todd,donald59@hotmail.com,+61 474842491,Melbourne,AB-,No,24,21,21,2019-03-18
a75f3a6de6,Brian Carlson,daltonpayne@gmail.com,+61 459070914,Sydney,A+,No,62,30,30,2020-08-18
0adbf177b0,Linda Allen,bruce35@hotmail.com,+61 437140661,Perth,AB+,No,22,9,9,2023-07-11
4cd535c7da,Samuel Gonzalez,doris12@hotmail.com,+61 439252955,Brisbane,AB+,Yes,62,8,8,2017-11-14
e40e744e8c,Nicholas Cole,floreslisa@yahoo.com,+61 452904501,Sydney,O+,Yes,109,7,14,2024-01-08
3f15a97de6,April Hansen,teresa68@sherman.com,+61 456131916,Sydney,B-,Yes,87,30,30,2019-02-14
da4c1fc4a1,Casey Valdez,bhernandez@yahoo.com,+61 443514791,Canberra,O-,Yes,5,47,94,2021-09-16
259c897e24,Michael White,elizabeth69@harding.com,+61 479634687,Brisbane,B-,Yes,92,25,50,2016-02-17
e9d2089a9a,Ann Velez,kbuckley@meyer.net,+61 418170750,Canberra,O-,No,82,8,8,2023-10-25
bba66a3d21,Nicholas Gallagher,deborahthornton@cohen-campbell.net,+61 483515147,Hobart,O+,No,67,3,3,2018-04-08
9cc3df9e29,Lisa Nicholson,yhernandez@hotmail.com,+61 470406352,Adelaide,B-,Yes,119,18,18,2022-11-29
128a5fda9a,Curtis Williams,carmen23@hotmail.com,+61 450440284,Melbourne,A+,No,35,14,28,2016-12-25
6f1aeaa7fc,Matthew Williams,rodriguezelizabeth@conner.info,+61 427936873,Darwin,B-,Yes,96,18,36,2019-12-25
e41b99b095,Tony Jordan,ulogan@kennedy.com,+61 446807564,Adelaide,A-,No,9,37,37,2018-06-19
323962d8ac,Lauren Larson,angela53@yahoo.com,+61 429178684,Hobart,AB-,Yes,94,35,35,2023-10-07
9823e2b5ff,Jessica Chapman,riverstammy@chapman.com,+61 425741473,Brisbane,O+,Yes,27,3,6,2023-01-24
635afc843f,Danielle Hudson,xwalker@perez.com,+61 423074510,Brisbane,B+,Yes,60,41,41,2019-03-25
e52ec25a32,Lori Wallace,vargasbrianna@yahoo.com,+61 435432741,Canberra,O-,Yes,44,16,32,2025-02-13
e8e94ae6f1,Jason Hartman,brett87@day.com,+61 463952818,Adelaide,A+,No,15,18,18,2018-06-23
efce90860b,Jason Wilson,usmith@yahoo.com,+61 423807861,Darwin,AB+,No,92,14,14,2016-06-10
ca24170249,Sheri Bailey DVM,laura16@hotmail.com,+61 448687275,Sydney,A-,No,84,29,58,2018-07-03
a3333c6a7c,Denise Sutton,nolankevin@gmail.com,+61 446816115,Darwin,A+,No,64,37,37,2016-10-07
a2431458a0,Barbara Gutierrez,sharibenitez@gmail.com,+61 499943328,Perth,B-,No,17,41,41,2020-06-06
aae29a5bbf,Samantha Brooks,xmorales@parker.com,+61 466771746,Darwin,O+,No,22,50,50,2021-04-10
ff15f1ee7a,Ashley Gilbert,ejimenez@gmail.com,+61 463469751,Perth,A-,Yes,40,22,22,2016-07-01
50dd570ee9,Robert Beasley,erikrivera@yahoo.com,+61 414212673,Hobart,O-,Yes,49,4,4,2016-04-25
24d2137181,Stephen Noble,davidcamacho@yahoo.com,+61 499212435,Hobart,O-,No,95,11,22,2020-11-21
d85b9329a1,Jennifer Schneider,tmiller@king-martinez.biz,+61 412865311,Adelaide,O+,No,69,43,43,2021-10-14
2b37883d5b,Dean Joseph,dana38@hotmail.com,+61 445031240,Canberra,B+,No,84,1,1,2023-03-21
84a33405d0,Luis West,tiffany63@hubbard-robinson.com,+61 461379128,Darwin,AB-,Yes,52,33,33,2021-12-02
b3e36e4b1a,Jacob Bennett,cgoodwin@yahoo.com,+61 421419969,Darwin,A-,No,76,35,35,2018-01-21
0fa8ce6308,Karen Johnson,nicole11@yahoo.com,+61 498129333,Brisbane,A-,Yes,101,27,54,2021-09-27
6ae2e97f24,John Richardson,michaelpark@richmond.org,+61 486922435,Melbourne,AB-,No,65,28,56,2021-05-21
2c2613e183,Claudia Thomas DDS,williamsamber@yahoo.com,+61 498211211,Sydney,B-,Yes,61,43,86,2016-01-15
bb503a6533,Katie Lowe,andrewwang@johnson.com,+61 474269921,Adelaide,A+,No,33,29,29,2020-10-30
6b78ea662c,Douglas Garcia,garnerjacob@griffin-johnson.com,+61 492907187,Canberra,A-,Yes,90,50,50,2021-07-27
0f239ec36e,Misty Olsen,michael54@hotmail.com,+61 471338818,Hobart,O+,Yes,50,46,92,2025-02-16
f5fb227aec,Donna Johnson,julie44@gmail.com,+61 443599217,Perth,A-,Yes,80,43,43,2023-04-11
dca0d886ca,Eric Owens,awallace@maddox-scott.com,+61 479917879,Sydney,A+,No,97,28,28,2020-10-13
d76b6b480e,Alexandra Beck,alicia87@yahoo.com,+61 414334930,Perth,B-,No,62,9,9,2018-05-24
b887449117,Dana Cabrera,umcgee@yahoo.com,+61 414224150,Darwin,O-,Yes,2,1,1,2021-02-13
9c21821461,Taylor Edwards,nguyenmelissa@yahoo.com,+61 431280760,Melbourne,O+,No,29,8,8,2019-04-02
b64ab72788,Randy Wilson,sandrapitts@gmail.com,+61 444466613,Adelaide,B-,Yes,46,35,70,2019-12-03
c090f29973,Erica Yang,danielmorales@hotmail.com,+61 448789293,Brisbane,AB+,No,55,41,41,2016-11-11
caa577b36b,Todd York,christopher48@taylor-krause.biz,+61 413627688,Hobart,B-,No,38,25,25,2017-04-18
27a28326c2,Dawn Smith,howardstacy@yahoo.com,+61 426573225,Hobart,A-,No,89,15,15,2019-05-27
768f77930d,Donald Sims,weaverashlee@melton-jackson.com,+61 493251952,Melbourne,O+,No,112,9,18,2025-03-02
b39a6e46bc,Tracey Parker,jessica66@hotmail.com,+61 466377775,Perth,A-,Yes,81,35,70,2018-06-19
226b5b1b1c,Robert Fletcher,garciarobert@gmail.com,+61 458492897,Adelaide,O+,Yes,84,45,45,2021-09-14
6358bec432,Kathy Perez,agonzalez@hotmail.com,+61 412201195,Adelaide,AB+,No,3,8,8,2015-07-03
30ef089af5,James Young,fcarlson@gmail.com,+61 474508332,Darwin,B-,Yes,54,13,13,2023-04-02
e294f650f6,Keith Huffman,umartin@white.com,+61 473548566,Hobart,O+,Yes,14,45,90,2021-05-07
52fcfff61e,Heather Bowman,xavierrush@hotmail.com,+61 486631041,Melbourne,B+,Yes,23,9,18,2016-11-12
5ec9e22461,Caroline Beasley,davidluna@sanders-gonzalez.biz,+61 492271729,Canberra,A-,No,34,1,2,2020-05-13
3c1df92956,Rhonda Jefferson,bucktimothy@gmail.com,+61 430103560,Hobart,AB-,Yes,0,16,32,2018-07-11
feb466e7fd,Oscar Smith,craig89@gmail.com,+61 455238903,Canberra,O-,No,64,28,28,2021-02-06
5b95c12246,Michael Blair,liuwendy@kim.com,+61 452353307,Darwin,AB-,No,106,19,38,2023-05-03
07471e3776,Dillon Odom,econrad@tran.com,+61 439250224,Melbourne,A+,Yes,67,42,84,2019-01-06
eec5ffa6a7,Brenda Ford,edward47@gmail.com,+61 444651181,Melbourne,A-,Yes,28,28,56,2020-08-07
5599186c40,Rachel Lopez,rhodges@warren.com,+61 433908755,Darwin,A+,No,11,20,40,2025-06-07
6aa4a87c28,Victoria Hall,theresajones@tran.org,+61 487163235,Adelaide,AB+,No,78,27,54,2019-08-01
24dfd0b63e,Jordan Allen,wle@hotmail.com,+61 435892821,Perth,AB+,No,15,14,28,2020-07-28
5981a9eed3,Melissa Goodwin,palmersarah@yahoo.com,+61 479748676,Brisbane,B+,Yes,67,10,20,2015-10-26
50e60360e1,Micheal Acevedo,michael90@king-hernandez.com,+61 419323819,Canberra,A-,No,91,29,58,2025-06-05
604e6f71f3,Jasmine Alexander,fosteredward@hotmail.com,+61 457253287,Sydney,O+,Yes,28,22,22,2016-08-10
49de7f43ed,Sandy Cantrell,william53@gmail.com,+61 455182415,Brisbane,A-,Yes,13,38,38,2018-11-24
b4f6c6e787,Martin Adams,ybrewer@hotmail.com,+61 454892115,Perth,AB+,No,111,42,42,2016-10-29
6f8e6223ae,Joanne Goodwin,lawrencedickson@gmail.com,+61 429560752,Adelaide,B-,Yes,39,4,4,2019-08-10
1d9171ba30,Alexander Schmidt,peterchapman@ferguson.com,+61 440131771,Brisbane,A-,No,59,42,84,2018-01-10
2903ca08b6,Eric King,nathan80@gmail.com,+61 489829352,Canberra,O+,No,117,4,4,2019-11-29
cbb6c263a1,George Robinson,mooretimothy@evans.org,+61 450563314,Perth,A+,No,102,6,6,2022-07-01
344b931fb8,Margaret Ball,sean17@gmail.com,+61 419802317,Brisbane,B-,No,31,14,14,2022-10-07
1279fcb6ee,Melanie Middleton,joannmooney@tran-hogan.com,+61 474553418,Perth,B+,No,116,16,32,2021-04-19
41a6e058b6,Christine Reynolds,gomezmichael@hotmail.com,+61 476924627,Hobart,B-,Yes,73,2,2,2019-02-01
50fd174c7b,Robert Gonzalez,leevirginia@ball.info,+61 486484983,Sydney,B+,No,23,22,44,2018-11-04
a17683e08d,Sandra Brown,jacquelinefitzgerald@gmail.com,+61 462657383,Hobart,AB+,No,13,37,74,2018-09-09
398d0d5092,Erin Ware,francismeredith@king.com,+61 493420791,Hobart,B-,Yes,1,15,30,2022-12-26
e2ec9af2ec,Lisa Weber,zbanks@yahoo.com,+61 415188929,Perth,B+,No,90,41,41,2023-07-04
d85b02773a,Laura Hodge,tparker@yahoo.com,+61 487460055,Canberra,O-,Yes,37,39,78,2017-06-20
bd469e4158,Robin Butler,ochoastephen@blackburn-wood.com,+61 486117135,Darwin,B-,No,104,26,52,2017-02-22
c539ade461,Desiree Avery,larry35@burke-shepard.com,+61 456762228,Melbourne,O-,Yes,84,18,36,2023-07-03
f1e96794a6,Matthew Bowers,sgross@daniels-allen.com,+61 412724283,Sydney,AB+,No,3,18,18,2020-11-09
0c3a31b95f,Patrick Pollard,wilkinsrebekah@yahoo.com,+61 472622570,Brisbane,O-,No,32,28,28,2015-08-31
4abe449599,Melanie Alvarez,huntchristina@lewis.com,+61 447390322,Sydney,O+,Yes,45,4,8,2019-07-27
eed03dc6e6,Gregory Harper,sullivansarah@garcia.com,+61 454933366,Darwin,AB-,No,19,31,31,2023-02-12
89d17e1504,Jessica Rodriguez,amberbates@henderson.com,+61 411737423,Melbourne,O+,No,23,15,30,2021-09-22
71d4e8af75,Michelle Smith,amynelson@yahoo.com,+61 427260567,Melbourne,A-,Yes,92,21,42,2020-05-30
f94924ff49,James Decker,larrycline@rios.com,+61 469009118,Darwin,AB-,Yes,48,11,11,2024-05-28
be1ee10d18,Alexis Johnson,kari75@roman-mueller.com,+61 475566692,Sydney,B-,Yes,18,8,8,2021-07-07
381b3cd30e,Thomas Fowler DDS,hwhite@fox.com,+61 499449693,Sydney,AB-,Yes,28,19,38,2024-11-15
ec883359c0,Elizabeth Strickland,latashamoore@weiss.com,+61 488516444,Brisbane,AB-,No,114,14,28,2017-02-22
5a2a27c770,Jorge Henry,zbrooks@ellison.com,+61 498021970,Sydney,B+,No,104,32,64,2023-07-17
30565ac818,Lauren Webb,olsonlauren@hotmail.com,+61 496092293,Canberra,B+,Yes,68,13,13,2017-02-01
e169f6fda5,Leslie Johnson,douglasjames@taylor.com,+61 414814559,Perth,O+,Yes,82,13,26,2017-08-11
bdd266eead,James Waters,toddferguson@gmail.com,+61 436413234,Sydney,O-,Yes,17,43,43,2016-03-01
23c7aceb7a,Dean Garcia,cooperkevin@yahoo.com,+61 484410176,Perth,AB-,No,55,27,54,2025-01-05
21d961970b,Aaron Smith,jenkinsjonathan@yahoo.com,+61 453036943,Melbourne,B+,Yes,11,12,12,2017-08-08
016e6a8e98,Megan Chang,llewis@gmail.com,+61 474523980,Hobart,AB+,Yes,69,50,50,2024-02-29
1e4f87103f,Mark Sloan,jacqueline79@yahoo.com,+61 487550527,Melbourne,O+,Yes,36,5,5,2023-01-20
bbf249bb7b,Kevin Ferguson,dsmith@gmail.com,+61 457123670,Melbourne,O-,No,46,22,22,2019-04-22
3a8c7341b9,Bailey Brown,alvarezkevin@hart.com,+61 453934891,Perth,AB-,Yes,120,24,24,2022-02-07
5bf71450e5,Larry Robinson,huntmichael@williams.com,+61 433335929,Adelaide,AB+,No,29,40,40,2023-08-13
0a27c12620,Pamela Short,steven71@pierce.com,+61 457867281,Melbourne,A-,Yes,15,15,30,2022-07-20
d5a1bcb80e,Thomas Morrow,charles10@gamble.com,+61 454768274,Adelaide,O+,No,69,45,90,2020-12-14
61baee43ea,Christopher Ritter,frederick50@yahoo.com,+61 430868650,Adelaide,A-,Yes,53,6,6,2022-11-25
22c5f0152f,Kathryn Johnson,michellerichards@smith-leach.biz,+61 473279883,Brisbane,AB-,No,103,45,45,2020-01-20
bef3d39e58,William Turner,bennettkathleen@williams.com,+61 468610020,Melbourne,AB-,Yes,46,10,10,2018-01-27
34cebd5e24,Keith Larson,james77@hotmail.com,+61 442773464,Canberra,B+,No,33,25,50,2019-06-28
a3a8d6428c,Heather Anderson,todd85@hotmail.com,+61 492658720,Hobart,O-,Yes,7,25,25,2025-01-18
813606dff6,Eddie Parker,csexton@tran.org,+61 421215060,Brisbane,B+,Yes,111,2,4,2021-01-23
80a336721a,Mia Taylor,laura84@hotmail.com,+61 460646684,Darwin,A-,Yes,45,34,68,2020-07-12
a36e13ca13,Teresa Mcdowell,lmaddox@gmail.com,+61 437931912,Perth,AB-,Yes,91,21,42,2018-12-01
